Entity,Code,Year,Wind Consumption - TWh,Hydro Consumption - TWh,Solar Consumption - TWh,Nuclear Consumption - TWh,Biofuels Consumption - TWh - Total,Geo Biomass Other - TWh,Coal,Oil Consumption - TWh,Gas Consumption - TWh,
Saudi Arabia,SAU,2021,0,,2.172931671142578,,,0,1.0253756046295166,1830.65771484375,1172.869873046875,
Singapore,SGP,2021,0,,1.0382835865020752,,,0.7592454552650452,9.046126365661621,814.1700439453125,133.51856994628906,
Slovakia,SVK,2021,0.010444444604218006,11.066621780395508,1.7586582899093628,39.61775207519531,,2.045549154281616,34.03786849975586,49.06925964355469,53.2105598449707,
Slovenia,SVN,2021,0.014472221955657005,12.316585540771484,0.7907727956771851,14.327375411987305,,0.29847902059555054,9.662629127502441,26.711938858032227,9.007049560546875,
South Africa,ZAF,2021,21.427942276000977,3.6659908294677734,20.666711807250977,26.174699783325195,,0.431333988904953,980.9556274414062,289.1666564941406,38.534122467041016,
South Korea,KOR,2021,8.286730766296387,7.994256973266602,57.084747314453125,396.7687683105469,8.186356544494629,15.214927673339844,843.4017944335938,1497.4317626953125,625.4775390625,
Spain,ESP,2021,163.15977478027344,77.36577606201172,70.14282989501953,141.87974548339844,15.231950759887695,6.615242004394531,44.66680908203125,680.6800537109375,338.9864807128906,
Sri Lanka,LKA,2021,1.7910436391830444,18.541419982910156,1.9918444156646729,,,0.12831242382526398,16.77747917175293,66.69932556152344,,
Sweden,SWE,2021,71.4522933959961,186.983642578125,3.79156494140625,133.29139709472656,18.290904998779297,13.329401016235352,15.748912811279297,149.25672912597656,13.047477722167969,
Switzerland,CHE,2021,0.3783814013004303,95.13217163085938,7.866504192352295,46.527950286865234,,1.9268766641616821,1.0138888359069824,103.36624908447266,36.041561126708984,
Taiwan,TWN,2021,5.866775989532471,9.076749801635742,20.724857330322266,69.77422332763672,,1.9801239967346191,465.13922119140625,532.5452880859375,272.904541015625,
Thailand,THA,2021,9.603204727172852,11.879692077636719,13.717815399169922,,24.324424743652344,12.982535362243652,224.3853759765625,623.8592529296875,470.1372985839844,
Trinidad and Tobago,TTO,2021,0,0,0.012222222052514553,,,0,0,14.73343563079834,155.96847534179688,
Turkey,TUR,2021,81.4765853881836,145.73643493652344,33.58208465576172,,,18.727449417114258,484.0746154785156,524.6572265625,573.234619140625,
Turkmenistan,TKM,2021,0,0.015138888731598854,0.018222222104668617,,,0,,78.82733917236328,366.95098876953125,
Ukraine,UKR,2021,10.213985443115234,27.260852813720703,16.553821563720703,216.4579620361328,,0.7782466411590576,264.51666259765625,127.1524429321289,261.0518493652344,
United Arab Emirates,ARE,2021,0,,13.461434364318848,26.47608184814453,,0.006000000052154064,20.53321075439453,503.29364013671875,694.1143798828125,
United Kingdom,GBR,2021,168.66970825195312,13.122373580932617,32.40599822998047,115.1711196899414,15.995362281799316,40.00699996948242,58.423152923583984,693.3045043945312,769.4754638671875,
United States,USA,2021,1003.765869140625,674.291748046875,432.6847229003906,2056.738525390625,411.8802795410156,75.49026489257812,2936.548095703125,9813.041015625,8267.1748046875,
Uzbekistan,UZB,2021,0.0006444444297812879,14.36382007598877,0.12944166362285614,,,0,20.416181564331055,47.61524963378906,464.27447509765625,
Venezuela,VEN,2021,0.21794305741786957,160.19680786132812,0.008055555634200573,,,0.01106967218220234,0.11134472489356995,163.9740447998047,239.77127075195312,
Vietnam,VNM,2021,6.258078575134277,198.60440063476562,67.432861328125,0,,0.15803609788417816,596.066162109375,259.85955810546875,71.21700286865234,
World,OWID_WRL,2021,4872.09521484375,11183.2255859375,2701.72216796875,7031.33984375,1139.921142578125,762.7826538085938,44473.1953125,51170.47265625,40374.60546875,
